T,method,mean_recorded_hours,sample_sd_hours,seed101_hours,seed202_hours,seed303_hours
3,fixed,1.876957428422584,0.011107238080121606,1.8795998277603132,1.886505176820275,1.864767280687164
3,dad,1.8936455043907174,0.0324996163204534,1.930569356243747,1.8693786724160115,1.8809884845123936
3,rl_sboed,0.16963987251829907,0.007805746394319153,0.16326785403200322,0.17834654404781758,0.16730521947507643
4,fixed,2.749807121105216,0.0018558493200547632,2.7500784196394186,2.747830555075262,2.751512388600968
4,dad,2.72537288886288,0.01789086494347255,2.70656885097062,2.7273661854066367,2.7421836302113825
4,rl_sboed,0.20441651145668907,0.0009901303738192476,0.2054909704144423,0.20354088632441644,0.20421767763120846
5,fixed,3.6912759054709157,0.04993120780414029,3.7202331346770126,3.7199740747952212,3.633620506940513
5,dad,3.62632765287016,0.06753279725582709,3.6977401386294515,3.617748359016453,3.5634944609645753
5,rl_sboed,0.24838702836919024,0.0008020465904084403,0.24886849614791573,0.2488314370319454,0.24746115192770957
