T,training_seed,evaluation_seed,method,n,n_design_replicates,design_replicates_per_system,design_replication_note,terminal_eig_mean,terminal_eig_std,ci95_low,ci95_high,seconds,offline_training_or_calibration_seconds,training_time_seconds,online_seconds_per_rollout,n_unique_sequences,eval_seed,timing_scope
3,303,1001,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.731367093918779,0.35520442275050845,6.700599080554572,6.762135107282986,3.2061694669537246,0.0,0.0,0.006262049740143993,462,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1001,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.295238930488074,0.7017085122392276,6.23445653167904,6.356021329297107,0.19421308301389217,0.07671191403642297,0.07671191403642297,0.00037932242776150815,1,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1001,random,512,16384,32,expected performance averaged over randomized designs,3.761925589902823,1.2184282512001012,3.656384627248248,3.8674665525573984,7.0697163180448115,0.0,0.0,0.00043150124011503976,12508,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1002,dad_eig,512,512,1,one deterministic design per held-out system,6.821710876597046,0.25525383042829974,6.799600641580634,6.843821111613458,2.7081321959849447,1224.802324348013,1224.802324348013,0.005289320695283095,20,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1002,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.840702095892119,0.24673478328950957,6.819329785685841,6.862074406098398,2.420124684111215,1048.2897721959744,1048.2897721959744,0.004726806023654717,28,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1002,step_dad,512,512,1,one deterministic design per held-out system,6.841149582524695,0.2295332897653087,6.821267275676309,6.861031889373081,3193.5239395570243,1224.802324348013,1224.802324348013,6.237351444447313,107,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1002,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.7076895093118765,0.3722054760338341,6.675448854839836,6.739930163783917,3.2038895189762115,0.0,0.0,0.006257596716750413,476,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1002,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.2685219890272315,0.7020726086734985,6.207708051973633,6.32933592608083,0.19451514910906553,0.07671191403642297,0.07671191403642297,0.0003799124006036436,1,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1002,random,512,16384,32,expected performance averaged over randomized designs,3.786980524038952,1.2017079349872386,3.682887884884145,3.891073163193759,7.059809168917127,0.0,0.0,0.0004308965557200395,12581,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1003,dad_eig,512,512,1,one deterministic design per held-out system,6.850052916105706,0.22091682789461503,6.830916972188099,6.869188860023312,2.643943057046272,1224.802324348013,1224.802324348013,0.0051639512832935,21,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1003,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.845869259173939,0.2365327443617652,6.825380655503857,6.86635786284402,2.361188212991692,1048.2897721959744,1048.2897721959744,0.004611695728499399,29,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1003,step_dad,512,512,1,one deterministic design per held-out system,6.856066631447932,0.21523805779322003,6.837422585894144,6.874710677001721,3156.036554240971,1224.802324348013,1224.802324348013,6.164133895001896,107,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1003,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.711186205778084,0.3804487801331519,6.678231511518112,6.744140900038056,3.201561617082916,0.0,0.0,0.006253050033365071,471,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1003,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.284802131717449,0.7001683086270368,6.224153146239693,6.345451117195206,0.1949370630318299,0.07671191403642297,0.07671191403642297,0.00038073645123404276,1,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1003,random,512,16384,32,expected performance averaged over randomized designs,3.7655682817439953,1.227787572662469,3.6592166092294356,3.871919954258555,7.091920975013636,0.0,0.0,0.0004328565048226096,12530,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1004,dad_eig,512,512,1,one deterministic design per held-out system,6.83258538646472,0.24000903884301122,6.811795664148005,6.853375108781434,2.660048824036494,1224.802324348013,1224.802324348013,0.005195407859446277,22,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1004,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.850033952373749,0.2310610410900794,6.830019310818454,6.870048593929043,2.382144012954086,1048.2897721959744,1048.2897721959744,0.004652625025300949,28,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1004,step_dad,512,512,1,one deterministic design per held-out system,6.844590507267377,0.23073580136206476,6.824604038166187,6.864576976368566,3181.8145411619917,1224.802324348013,1224.802324348013,6.214481525707015,110,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1004,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.705824072733941,0.368571603986556,6.673898186368809,6.737749959099074,3.20254613191355,0.0,0.0,0.006254972913893653,468,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1004,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.275638783430626,0.6952772752269024,6.21541346210619,6.335864104755062,0.19463095406536013,0.07671191403642297,0.07671191403642297,0.0003801385821589065,1,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1004,random,512,16384,32,expected performance averaged over randomized designs,3.8026217356121226,1.197701933204173,3.6988760986580314,3.906367372566214,7.0810381409246475,0.0,0.0,0.0004321922693435454,12511,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1005,dad_eig,512,512,1,one deterministic design per held-out system,6.839466975144084,0.24510975113761466,6.818235426166451,6.860698524121718,2.6439257920719683,1224.802324348013,1224.802324348013,0.005163917562640563,24,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1005,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.8510765072099185,0.23599887546349488,6.830634147573821,6.871518866846016,2.351264923927374,1048.2897721959744,1048.2897721959744,0.004592314304545653,28,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
