T,training_seed,evaluation_seed,method,n,n_design_replicates,design_replicates_per_system,design_replication_note,terminal_eig_mean,terminal_eig_std,ci95_low,ci95_high,seconds,offline_training_or_calibration_seconds,training_time_seconds,online_seconds_per_rollout,n_unique_sequences,eval_seed,timing_scope
3,303,1005,step_dad,512,512,1,one deterministic design per held-out system,6.853931004225233,0.22823790031407798,6.83416090476334,6.873701103687126,3152.657637324999,1224.802324348013,1224.802324348013,6.157534447900389,98,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1005,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.698040804513675,0.3781305477418864,6.665286916889621,6.730794692137729,3.1954103549942374,0.0,0.0,0.00624103584959812,476,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1005,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.283612532845128,0.6953890970681551,6.223377525447868,6.343847540242388,0.1922453499864787,0.07671191403642297,0.07671191403642297,0.0003754791991923412,1,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
3,303,1005,random,512,16384,32,expected performance averaged over randomized designs,3.7742809261887436,1.2163626415613418,3.668918887840568,3.8796429645369193,7.041319650947116,0.0,0.0,0.0004297680451017527,12572,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1001,dad_eig,512,512,1,one deterministic design per held-out system,6.8566804936825925,0.2195958680390748,6.837658972074748,6.875702015290437,3.324551391066052,1584.1767378119985,1584.1767378119985,0.006493264435675883,41,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1001,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.876769151620438,0.20057349242799247,6.859395359234231,6.894142944006646,3.1051492219557986,1347.3983605790418,1347.3983605790418,0.006064744574132419,27,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1001,step_dad,512,512,1,one deterministic design per held-out system,6.8577751431936615,0.21552383286782675,6.839106343636963,6.8764439427503605,3093.7208413729677,1584.1767378119985,1584.1767378119985,6.0424235183065775,102,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1001,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.764748658198846,0.3291028860015516,6.736241575104875,6.793255741292816,3.995083744986914,0.0,0.0,0.007802897939427567,495,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1001,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.4423629211775015,0.6283577320561156,6.3879342095423866,6.4967916328126165,0.246810409007594,0.08122646901756525,0.08122646901756525,0.000482051580092957,1,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1001,random,512,16384,32,expected performance averaged over randomized designs,3.8437538573332564,1.2514768003856342,3.7353502101570917,3.952157504509421,9.03284367499873,0.0,0.0,0.0005513210250853717,13864,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1002,dad_eig,512,512,1,one deterministic design per held-out system,6.864845575418715,0.19491928603049824,6.84796155367403,6.8817295971634005,3.3825628289487213,1584.1767378119985,1584.1767378119985,0.006606568025290471,40,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1002,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.872475139707333,0.1909086098571252,6.855938525061767,6.8890117543529,3.1019797070184723,1347.3983605790418,1347.3983605790418,0.006058554115270454,27,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1002,step_dad,512,512,1,one deterministic design per held-out system,6.869631624321102,0.1889837537729959,6.853261741827298,6.886001506814907,3093.2329419190064,1584.1767378119985,1584.1767378119985,6.041470589685559,102,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1002,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.7365198115221165,0.36205436901468574,6.705158451834775,6.767881171209458,3.9891954549821094,0.0,0.0,0.007791397373011932,501,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1002,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.448517009365629,0.6275923692340483,6.394154593902604,6.502879424828654,0.2469173010904342,0.08122646901756525,0.08122646901756525,0.0004822603536922543,1,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1002,random,512,16384,32,expected performance averaged over randomized designs,3.8667389807125607,1.2351773796018697,3.7597471988296833,3.973730762595438,9.029514933004975,0.0,0.0,0.000551117854797667,13928,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1003,dad_eig,512,512,1,one deterministic design per held-out system,6.858481183366536,0.2137366438672633,6.839967191158878,6.876995175574193,3.3763799601001665,1584.1767378119985,1584.1767378119985,0.006594492109570638,40,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1003,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.86482373413208,0.20913932634303198,6.8467079642380115,6.882939504026148,3.0973523180000484,1347.3983605790418,1347.3983605790418,0.0060495162460938445,22,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1003,step_dad,512,512,1,one deterministic design per held-out system,6.869513575250465,0.1970858538793812,6.852441884140593,6.886585266360336,3094.7904076949926,1584.1767378119985,1584.1767378119985,6.044512515029282,100,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1003,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.7332653584638775,0.3655146832860598,6.701604264344962,6.7649264525827935,3.9693640569457784,0.0,0.0,0.0077526641737222235,498,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1003,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.44372375048815,0.6372945724870924,6.388520924545322,6.4989265764309785,0.24537807994056493,0.08122646901756525,0.08122646901756525,0.0004792540623839159,1,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1003,random,512,16384,32,expected performance averaged over randomized designs,3.8455659775102733,1.2616541674083366,3.7362807608926523,3.9548511941278943,8.980655762017705,0.0,0.0,0.0005481357276622134,13918,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1004,dad_eig,512,512,1,one deterministic design per held-out system,6.865397280159622,0.20346025083056088,6.847773435084258,6.883021125234987,3.4670725079486147,1584.1767378119985,1584.1767378119985,0.006771625992087138,39,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1004,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.861423967819915,0.2177719182960703,6.842560437797969,6.880287497841861,3.185259834979661,1347.3983605790418,1347.3983605790418,0.00622121061519465,27,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1004,step_dad,512,512,1,one deterministic design per held-out system,6.8679898386944265,0.1992388118216569,6.850731657117382,6.8852480202714705,3200.479631633032,1584.1767378119985,1584.1767378119985,6.250936780533266,106,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1004,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.739914460383817,0.34378025346240204,6.710136015197309,6.769692905570325,4.037524164072238,0.0,0.0,0.00788578938295359,499,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1004,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.4505124228197666,0.6191959509291026,6.396877309986077,6.504147535653456,0.2582665049703792,0.08122646901756525,0.08122646901756525,0.0005044267675202718,1,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1004,random,512,16384,32,expected performance averaged over randomized designs,3.884207249598691,1.2330943871003786,3.777395897735877,3.991018601461505,9.419241450959817,0.0,0.0,0.0005749048737158091,13853,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1005,dad_eig,512,512,1,one deterministic design per held-out system,6.871774183566885,0.20037248691804532,6.854417802394671,6.889130564739098,3.3765171840786934,1584.1767378119985,1584.1767378119985,0.006594760125153698,37,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1005,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.8718112816944075,0.20065134697169448,6.854430745502415,6.8891918178864,3.103267173981294,1347.3983605790418,1347.3983605790418,0.006061068699182215,29,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1005,step_dad,512,512,1,one deterministic design per held-out system,6.872085081026388,0.19712024776457482,6.855010410698209,6.889159751354566,3095.941272447002,1584.1767378119985,1584.1767378119985,6.046760297748051,106,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1005,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.74392731068548,0.35282079328330906,6.7133657686898855,6.774488852681075,3.978020102949813,0.0,0.0,0.0077695705135738535,505,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1005,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.4651965165787395,0.6322043529705343,6.410434608406303,6.519958424751176,0.24856600910425186,0.08122646901756525,0.08122646901756525,0.0004854804865317419,1,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,101,1005,random,512,16384,32,expected performance averaged over randomized designs,3.8561144303716706,1.2507331832418085,3.747775195744319,3.9644536649990223,8.972410315065645,0.0,0.0,0.0005476324655191434,13864,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1001,dad_eig,512,512,1,one deterministic design per held-out system,6.8559397092608965,0.2286446000174422,6.836134381234529,6.875745037287264,3.3235924459295347,1592.6921657449566,1592.6921657449566,0.0064913914959561225,44,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1001,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.86546999295663,0.21043437952131389,6.8472420448042275,6.883697941109032,3.0836708690039814,1356.1602876050165,1356.1602876050165,0.006022794666023401,54,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1001,step_dad,512,512,1,one deterministic design per held-out system,6.862337147208843,0.22387854562653514,6.842944657581441,6.881729636836244,3091.8490416660206,1592.6921657449566,1592.6921657449566,6.038767659503947,144,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1001,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.764748658198846,0.3291028860015516,6.736241575104875,6.793255741292816,3.9872454829746857,0.0,0.0,0.007787588833934933,495,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1001,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.4423629211775015,0.6283577320561156,6.3879342095423866,6.4967916328126165,0.2498791899997741,0.0774656239664182,0.0774656239664182,0.0004880452929683088,1,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1001,random,512,16384,32,expected performance averaged over randomized designs,3.8437538573332564,1.2514768003856342,3.7353502101570917,3.952157504509421,9.110498426947743,0.0,0.0,0.0005560606950041347,13864,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1002,dad_eig,512,512,1,one deterministic design per held-out system,6.858730035447696,0.208833086104009,6.840640792260964,6.876819278634428,3.4318207829492167,1592.6921657449566,1592.6921657449566,0.006702774966697689,38,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1002,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.872908565422486,0.18940317694408731,6.856502352250045,6.889314778594928,3.134653082001023,1356.1602876050165,1356.1602876050165,0.006122369300783248,55,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1002,step_dad,512,512,1,one deterministic design per held-out system,6.868919421972077,0.19826729770023666,6.851745393512384,6.88609345043177,3138.674902837025,1592.6921657449566,1592.6921657449566,6.1302244196035645,151,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1002,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.7365198115221165,0.36205436901468574,6.705158451834775,6.767881171209458,3.992818675003946,0.0,0.0,0.007798473974617082,501,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1002,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.448517009365629,0.6275923692340483,6.394154593902604,6.502879424828654,0.25186936906538904,0.0774656239664182,0.0774656239664182,0.000491932361455838,1,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1002,random,512,16384,32,expected performance averaged over randomized designs,3.8667389807125607,1.2351773796018697,3.7597471988296833,3.973730762595438,9.158991872915067,0.0,0.0,0.0005590205000558512,13928,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1003,dad_eig,512,512,1,one deterministic design per held-out system,6.857993813458359,0.21281039180185546,6.839560053742477,6.876427573174241,3.438643286935985,1592.6921657449566,1592.6921657449566,0.006716100169796846,43,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1003,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.87035600781621,0.19870906738276387,6.853143713010083,6.887568302622337,3.144035906996578,1356.1602876050165,1356.1602876050165,0.006140695130852691,56,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1003,step_dad,512,512,1,one deterministic design per held-out system,6.872956908609333,0.20329497998232965,6.855347379390814,6.890566437827852,3173.4445065259933,1592.6921657449566,1592.6921657449566,6.198133801808581,154,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1003,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.7332653584638775,0.3655146832860598,6.701604264344962,6.7649264525827935,4.023699452052824,0.0,0.0,0.007858787992290672,498,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1003,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.44372375048815,0.6372945724870924,6.388520924545322,6.4989265764309785,0.2556299390271306,0.0774656239664182,0.0774656239664182,0.0004992772246623645,1,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1003,random,512,16384,32,expected performance averaged over randomized designs,3.8455659775102733,1.2616541674083366,3.7362807608926523,3.9548511941278943,9.298256210051477,0.0,0.0,0.0005675205206330247,13918,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1004,dad_eig,512,512,1,one deterministic design per held-out system,6.859934820284074,0.21051017684373333,6.841700306523589,6.87816933404456,3.441920416080393,1592.6921657449566,1592.6921657449566,0.006722500812657017,40,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1004,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.861153583675867,0.21195402092282217,6.842794003302817,6.879513164048916,3.1472795179579407,1356.1602876050165,1356.1602876050165,0.006147030308511603,55,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1004,step_dad,512,512,1,one deterministic design per held-out system,6.871730661267197,0.19708101045973966,6.854659389697147,6.8888019328372465,3181.997704832931,1592.6921657449566,1592.6921657449566,6.2148392672518185,148,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1004,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.739914460383817,0.34378025346240204,6.710136015197309,6.769692905570325,4.027222645934671,0.0,0.0,0.007865669230341155,499,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1004,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.4505124228197666,0.6191959509291026,6.396877309986077,6.504147535653456,0.2580991400172934,0.0774656239664182,0.0774656239664182,0.0005040998828462762,1,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1004,random,512,16384,32,expected performance averaged over randomized designs,3.884207249598691,1.2330943871003786,3.777395897735877,3.991018601461505,9.312785495072603,0.0,0.0,0.0005684073178144899,13853,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1005,dad_eig,512,512,1,one deterministic design per held-out system,6.8576971846742545,0.21654977405588333,6.838939517496087,6.876454851852422,3.3922996199689806,1592.6921657449566,1592.6921657449566,0.006625585195251915,40,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1005,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.86633024861157,0.2114839840475468,6.848011383105605,6.884649114117535,3.093197194975801,1356.1602876050165,1356.1602876050165,0.006041400771437111,58,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1005,step_dad,512,512,1,one deterministic design per held-out system,6.869655839343888,0.2016573025739135,6.852188166693477,6.887123511994298,3104.7434019710636,1592.6921657449566,1592.6921657449566,6.0639519569747335,139,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1005,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.74392731068548,0.35282079328330906,6.7133657686898855,6.774488852681075,3.9754339060746133,0.0,0.0,0.007764519347801979,505,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1005,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.4651965165787395,0.6322043529705343,6.410434608406303,6.519958424751176,0.24950963503215462,0.0774656239664182,0.0774656239664182,0.000487323505922177,1,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,202,1005,random,512,16384,32,expected performance averaged over randomized designs,3.8561144303716706,1.2507331832418085,3.747775195744319,3.9644536649990223,9.020148231997155,0.0,0.0,0.0005505461567381076,13864,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1001,dad_eig,512,512,1,one deterministic design per held-out system,6.856115055140653,0.21509790362260997,6.83748314982251,6.874746960458796,27.033244889229536,1597.3186360260006,1597.3186360260006,0.05279930642427644,39,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1001,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.870842377689536,0.19783773906079236,6.8537055578486346,6.887979197530438,7.40362136811018,1345.1111730900593,1345.1111730900593,0.014460197984590195,43,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1001,step_dad,512,512,1,one deterministic design per held-out system,6.869259209912872,0.20476755755259268,6.8515221251700975,6.886996294655647,7926.489411693066,1597.3186360260006,1597.3186360260006,15.48142463221302,127,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1001,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.764748658198846,0.3291028860015516,6.736241575104875,6.793255741292816,8.685626942664385,0.0,0.0,0.016964115122391377,495,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1001,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.4423629211775015,0.6283577320561156,6.3879342095423866,6.4967916328126165,0.7370734494179487,0.07379375502932817,0.07379375502932817,0.001439596580894431,1,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1001,random,512,16384,32,expected performance averaged over randomized designs,3.8437538573332564,1.2514768003856342,3.7353502101570917,3.952157504509421,26.480711767449975,0.0,0.0,0.0016162543803375229,13864,1001,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1002,dad_eig,512,512,1,one deterministic design per held-out system,6.850443952562287,0.21356746889415573,6.831944614389039,6.868943290735535,27.050488779321313,1597.3186360260006,1597.3186360260006,0.05283298589711194,37,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1002,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.866443626768714,0.19385986117945506,6.849651373019829,6.883235880517598,7.425809036940336,1345.1111730900593,1345.1111730900593,0.014503533275274094,41,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1002,step_dad,512,512,1,one deterministic design per held-out system,6.863792351663956,0.2041082178991658,6.846112379304837,6.881472324023075,7881.36288613081,1597.3186360260006,1597.3186360260006,15.393286886974238,122,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1002,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.7365198115221165,0.36205436901468574,6.705158451834775,6.767881171209458,9.855166666209698,0.0,0.0,0.019248372394940816,501,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1002,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.448517009365629,0.6275923692340483,6.394154593902604,6.502879424828654,0.7366503104567528,0.07379375502932817,0.07379375502932817,0.0014387701376108453,1,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1002,random,512,16384,32,expected performance averaged over randomized designs,3.8667389807125607,1.2351773796018697,3.7597471988296833,3.973730762595438,26.493897365406156,0.0,0.0,0.001617059165369028,13928,1002,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1003,dad_eig,512,512,1,one deterministic design per held-out system,6.857947766310106,0.21345244539899821,6.839458391538802,6.876437141081411,26.965888164937496,1597.3186360260006,1597.3186360260006,0.05266775032214355,38,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1003,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.872365562459019,0.20142140773648812,6.85491832315641,6.889812801761629,7.358051303774118,1345.1111730900593,1345.1111730900593,0.014371193952683825,38,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1003,step_dad,512,512,1,one deterministic design per held-out system,6.865632468484103,0.20364213564404934,6.847992868440573,6.883272068527632,8944.823873424903,1597.3186360260006,1597.3186360260006,17.470359127783013,129,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1003,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.7332653584638775,0.3655146832860598,6.701604264344962,6.7649264525827935,9.984906224533916,0.0,0.0,0.019501769969792804,498,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1003,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.44372375048815,0.6372945724870924,6.388520924545322,6.4989265764309785,0.7355373539030552,0.07379375502932817,0.07379375502932817,0.0014365963943419047,1,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1003,random,512,16384,32,expected performance averaged over randomized designs,3.8455659775102733,1.2616541674083366,3.7362807608926523,3.9548511941278943,26.427809253335,0.0,0.0,0.0016130254671224975,13918,1003,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1004,dad_eig,512,512,1,one deterministic design per held-out system,6.855302317888217,0.2135623452046665,6.8368034235319275,6.873801212244507,20.540997996926308,1597.3186360260006,1597.3186360260006,0.040119136712746695,41,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1004,rl_sboed_eig,512,512,1,one deterministic design per held-out system,6.85582644701538,0.2160069450308016,6.837115800002583,6.8745370940281765,7.359930828213692,1345.1111730900593,1345.1111730900593,0.014374864898854867,42,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1004,step_dad,512,512,1,one deterministic design per held-out system,6.8727186955173325,0.18897960923908677,6.856349172025462,6.889088219009203,7749.912303462625,1597.3186360260006,1597.3186360260006,15.136547467700439,134,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1004,myopic_delta_h,512,512,1,one deterministic design per held-out system,6.739914460383817,0.34378025346240204,6.710136015197309,6.769692905570325,8.578906551003456,0.0,0.0,0.016755676857428625,499,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1004,fixed_open_loop,512,512,1,one deterministic design per held-out system,6.4505124228197666,0.6191959509291026,6.396877309986077,6.504147535653456,0.7185008842498064,0.07379375502932817,0.07379375502932817,0.0014033220395504031,1,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1004,random,512,16384,32,expected performance averaged over randomized designs,3.884207249598691,1.2330943871003786,3.777395897735877,3.991018601461505,25.83340402878821,0.0,0.0,0.0015767458513664678,13853,1004,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
4,303,1005,dad_eig,512,512,1,one deterministic design per held-out system,6.8593694923158655,0.21064685425751262,6.84112313947843,6.877615845153301,20.544105200096965,1597.3186360260006,1597.3186360260006,0.040125205468939384,38,1005,offline=method-specific preparation; online=CUDA-synchronized warm action selection + observation lookup + posterior update; shared physical-bank generation excluded
