T,method,mean_recorded_hours,sample_sd_hours,seed101_hours,seed202_hours,seed303_hours
3,fixed,0.9604301825419275,0.35185285327669724,0.5541760086356144,1.167868881343036,1.159245657647132
3,dad,0.9565361329124102,0.3418032439389982,0.5618697566337263,1.1567496237288126,1.1509890183746918
3,rl_sboed,0.12018501187528105,0.017484292277424825,0.1000001461726303,0.12991845466144797,0.13063643479176487
4,fixed,1.39614437696386,0.5147520988915218,0.8020008911947824,1.6785579462972884,1.707874293399509
4,dad,1.3926296077298725,0.5086392883729914,0.8056176981780058,1.669501584936192,1.7027695400754197
4,rl_sboed,0.1515129109422021,0.02998245567018626,0.1168989592195592,0.16822540583528786,0.16941436777175922
5,fixed,1.8272953494129427,0.6623842097745305,1.0626173441137912,2.223899782915186,2.1953689212098513
5,dad,1.8309831866751753,0.6535130638631996,1.0765020176578157,2.220387193338635,2.196060349029075
5,rl_sboed,0.18039754198312208,0.04484004989152582,0.12863530480949623,0.20734316813707765,0.20521415300279236
